End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN
water heating,8,0.0,0.0,0.0036156271951431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036168514736434,0.0,0.0139013984353226,0.2479378623889166,0.0,0.0,0.2161146600990872,0.314992325529315,0.1998212748785717
water heating,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
misc,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967678621517423,0.2715841626148112,0.4663299368860305,0.0653180383474159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misc,3,0.0,0.0,0.1029976229583768,0.1904678694288643,0.187209058163279,0.0,0.0,0.0,0.0,0.0,0.3930702796016967,0.1262551698477829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misc,4,0.0,0.0,0.3546274243889502,0.1683055467312242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2731097348407564,0.1985067849549149,0.0,0.0,0.0,0.0,0.0054505090841543,0.0
misc,5,0.0,0.3343346053560117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616853537063787,0.0512788860837635,0.0,0.1227262389943193,0.2332875001669832,0.193861645906037,0.0028257697865063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misc,6,0.0,0.0,0.0,0.0,0.0,0.0785742054660377,0.0,0.0,0.0,0.0,0.0192202512230536,0.0,0.0,0.0,0.2679423755029471,0.6342631678079614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misc,7,0.5993716902182451,0.0,0.0,0.0,0.0,0.1680404470164989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169699172969484,0.0,0.0,0.0156179454683076,0.0,0.0,0.0,0.0,0.0
misc,8,0.0,0.0,0.0009301396208367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055675261191224,0.0,0.003131749970453,0.3338917383311514,0.0,0.0,0.0844741514022404,0.2957522296247383,0.2762524649314575
misc,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022106772861352,0.3241847045459373,0.543359113967005,0.1302455042009225,0.0,0.0
