End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,AK,HI
water heating,3,0.0,0.0,0.1804087459685429,0.1951531902006565,0.1591799946838532,0.0,0.0,0.0,0.0,0.0,0.3379949512213365,0.1272631179256109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
water heating,4,0.0,0.0,0.3489468381960338,0.1898347718385615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233765986626172,0.2333286977196278,0.0,0.0,0.0,0.0,0.0045130935831595,0.0,0,0
water heating,5,0.0,0.2831745990226199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0827764035969286,0.08577603905405,0.0,0.1332358020204508,0.2560943104718147,0.1552695539739526,0.0036732918601833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
water heating,6,0.0,0.0,0.0,0.0,0.0,0.0548674567197707,0.0,0.0,0.0,0.0,0.0259335642633102,0.0,0.0,0.0,0.2437980120725487,0.6754009669443705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
water heating,7,0.5902909754876736,0.0,0.0,0.0,0.0,0.2086145564609176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905555258320047,0.0,0.0,0.010538942219404,0.0,0.0,0.0,0.0,0.0,0,0
water heating,8,0.0,0.0,0.0005681323036075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069143820921075,0.0,0.0020592769362732,0.386137771490461,0.0,0.0,0.1008148439640564,0.2245500222213995,0.2789555709920946,0,0
water heating,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015152160198269,0.2063091000204738,0.2186403767024746,0.5735353072572246,0.0,0.0,0,0
cooking,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295240125718373,0.1950393503342454,0.4917692191237855,0.0836674179701317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,3,0.0,0.0,0.1460420528020491,0.1787939845107724,0.1788115887919304,0.0,0.0,0.0,0.0,0.0,0.3541958827888229,0.1421564911064251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,4,0.0,0.0,0.3415069690054308,0.1784912606447313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692962308807247,0.2061308739588209,0.0,0.0,0.0,0.0,0.0045746655102922,0.0,0,0
cooking,5,0.0,0.3337380158883866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0754862193081676,0.0724191529050693,0.0,0.1248666529987176,0.2340537826381753,0.1564975467829396,0.0029386294785438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,6,0.0,0.0,0.0,0.0,0.0,0.0738904103862502,0.0,0.0,0.0,0.0,0.0220227184835037,0.0,0.0,0.0,0.2654194154984501,0.6386674556317957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,7,0.5994212550973891,0.0,0.0,0.0,0.0,0.1990866332357049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1868531771556482,0.0,0.0,0.0146389345112578,0.0,0.0,0.0,0.0,0.0,0,0
cooking,8,0.0,0.0,0.0005433628843071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097963472778931,0.0,0.0013420385826781,0.3632071726383686,0.0,0.0,0.0609460834933356,0.2768506630009576,0.2873143321224597,0,0
cooking,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021230719639377,0.2823895338760794,0.3771594464006423,0.3383279477593404,0.0,0.0,0,0
drying,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1950062663462923,0.2045546928358448,0.5076391250672735,0.0927999157505893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,3,0.0,0.0,0.1504364858245435,0.1804280233827103,0.1596736796120104,0.0,0.0,0.0,0.0,0.0,0.3799495146529486,0.1295122965277871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,4,0.0,0.0,0.3324592521871474,0.1710758161397182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2784031665933091,0.2128711023369508,0.0,0.0,0.0,0.0,0.0051906627428743,0.0,0,0
drying,5,0.0,0.3034269837168293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832729667099531,0.0739654320076684,0.0,0.1294771161300456,0.2343477391184997,0.1727510520025941,0.0027587103144092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,6,0.0,0.0,0.0,0.0,0.0,0.0713148204367459,0.0,0.0,0.0,0.0,0.0229064991340998,0.0,0.0,0.0,0.2620227904742587,0.6437558899548954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
drying,7,0.5863169603845823,0.0,0.0,0.0,0.0,0.195054520778504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201372560919022,0.0,0.0,0.0172559579178916,0.0,0.0,0.0,0.0,0.0,0,0
drying,8,0.0,0.0,0.0005070119269677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096616960518197,0.0,0.0015948963827561,0.3655641241815197,0.0,0.0,0.0646258034459665,0.2770830097200424,0.2809634582909278,0,0
drying,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024407838923632,0.2777192247593658,0.3537816546621931,0.3660583366860777,0.0,0.0,0,0
clothes washing,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001286974416768,0.1995597123383617,0.5140559539379197,0.0862556362820416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,3,0.0,0.0,0.1356489791371347,0.1771397261946848,0.1948615749026572,0.0,0.0,0.0,0.0,0.0,0.3267837838320629,0.1655659359334602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,4,0.0,0.0,0.3731718858811127,0.166442731150796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2603226833484386,0.1956245569093202,0.0,0.0,0.0,0.0,0.0044381427103322,0.0,0,0
clothes washing,5,0.0,0.2972497435917246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858249441310028,0.0760475074797818,0.0,0.1313378958876168,0.23306763770235,0.1738020759895621,0.0026701952179615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,6,0.0,0.0,0.0,0.0,0.0,0.0747373427434123,0.0,0.0,0.0,0.0,0.0231465609139137,0.0,0.0,0.0,0.2613592966962937,0.6407567996463801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,7,0.5871307287403486,0.0,0.0,0.0,0.0,0.1947037280646057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1997619001432478,0.0,0.0,0.0184036430517978,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,8,0.0,0.0,0.0004337878754846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098963269420423,0.0,0.0014809062800172,0.3661596082892277,0.0,0.0,0.0600784986130329,0.2572214620158279,0.3047294099843669,0,0
clothes washing,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026474040544164,0.3191490693065039,0.4119801160505411,0.2662234105885385,0.0,0.0,0,0
dishwasher,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
dishwasher,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306323577512606,0.1892774495757352,0.5017496438436178,0.0783405488293863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
dishwasher,3,0.0,0.0,0.1365301554251446,0.1719815607485179,0.189616825854805,0.0,0.0,0.0,0.0,0.0,0.3181014724502705,0.1837699855212616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
dishwasher,4,0.0,0.0,0.3816413744520514,0.1675478243367638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2517256423689733,0.1949878496733767,0.0,0.0,0.0,0.0,0.0040973091688347,0.0,0,0
dishwasher,5,0.0,0.3016500890364986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887138249133821,0.0719177124706976,0.0,0.1368962048540967,0.2255557893883904,0.1729947563864147,0.0022716229505198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
dishwasher,6,0.0,0.0,0.0,0.0,0.0,0.0752954397404535,0.0,0.0,0.0,0.0,0.0224060455333308,0.0,0.0,0.0,0.2582865890061451,0.6440119257200704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
dishwasher,7,0.6121592831032512,0.0,0.0,0.0,0.0,0.1861175088615746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1836707304893577,0.0,0.0,0.0180524775458165,0.0,0.0,0.0,0.0,0.0,0,0
dishwasher,8,0.0,0.0,0.0004570099462802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076577228016192,0.0,0.0012041610755608,0.3570732962774435,0.0,0.0,0.0576359697295052,0.2625566238831193,0.3134152162864715,0,0
dishwasher,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023637486919583,0.3155770927674391,0.4162778459083927,0.2657813126322098,0.0,0.0,0,0
lighting,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
lighting,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415314261844348,0.1839785842567045,0.4947303727289934,0.0797596168298672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
lighting,3,0.0,0.0,0.1359895125420425,0.170767175571518,0.1947977387806186,0.0,0.0,0.0,0.0,0.0,0.3275517469271991,0.1708938261786218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
lighting,4,0.0,0.0,0.3718595325323573,0.1709409053512596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247993270220443,0.2046292498453879,0.0,0.0,0.0,0.0,0.0045770420505522,0.0,0,0
lighting,5,0.0,0.2920355294198478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086006796735145,0.0768804925321846,0.0,0.1378178638941774,0.2257610758939881,0.1790575559504487,0.0024406855742082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
lighting,6,0.0,0.0,0.0,0.0,0.0,0.0752243790279654,0.0,0.0,0.0,0.0,0.022319382187135,0.0,0.0,0.0,0.2660696318929516,0.6363866068919479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
lighting,7,0.5811418174853195,0.0,0.0,0.0,0.0,0.2023168663084841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1965259082182761,0.0,0.0,0.0200154079879202,0.0,0.0,0.0,0.0,0.0,0,0
lighting,8,0.0,0.0,0.0003245653195902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087872207265242,0.0,0.0015862025292241,0.3636452747942342,0.0,0.0,0.0601642921646186,0.2625162647308506,0.3029761797349579,0,0
lighting,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026073398074006,0.3192940261055216,0.4216114834720793,0.2564871506149983,0.0,0.0,0,0
refrigeration,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
refrigeration,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2136343020082821,0.1971342879832479,0.4988024122064297,0.0904289978020402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
refrigeration,3,0.0,0.0,0.1554641124675752,0.1833608950676906,0.1975568327964922,0.0,0.0,0.0,0.0,0.0,0.3105472403723784,0.1530709192958634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
refrigeration,4,0.0,0.0,0.3655689864950867,0.1685766989485604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2477597041723284,0.2133860217553692,0.0,0.0,0.0,0.0,0.0047085886286551,0.0,0,0
refrigeration,5,0.0,0.2877282085772935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0843052566943539,0.0829827604352448,0.0,0.1270449796398648,0.2327133681497905,0.1817782681072738,0.0034471583961783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
refrigeration,6,0.0,0.0,0.0,0.0,0.0,0.0873227690068718,0.0,0.0,0.0,0.0,0.0219270169362715,0.0,0.0,0.0,0.2896324985655801,0.6011177154912763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
refrigeration,7,0.5423437109579174,0.0,0.0,0.0,0.0,0.2244025903287068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2156434859384651,0.0,0.0,0.0176102127749106,0.0,0.0,0.0,0.0,0.0,0,0
refrigeration,8,0.0,0.0,0.0005611890121697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122742635792001,0.0,0.0022387791801041,0.3587448863601425,0.0,0.0,0.0765901629236702,0.2379301501944381,0.3116605687502752,0,0
refrigeration,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030081959059701,0.2893336523908723,0.4099596282932312,0.2976985234099263,0.0,0.0,0,0
ceiling fan,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
ceiling fan,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630091302485172,0.1774401699491803,0.4801745280608736,0.0793761717414288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
ceiling fan,3,0.0,0.0,0.1073310603514949,0.1801722357805808,0.1928429249550107,0.0,0.0,0.0,0.0,0.0,0.3318150868854107,0.1878386920275029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
ceiling fan,4,0.0,0.0,0.3635254135872588,0.1773394851370365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270390658233647,0.1863213055286764,0.0,0.0,0.0,0.0,0.0024231375133811,0.0,0,0
ceiling fan,5,0.0,0.455663836117705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610257569558759,0.0533906248791813,0.0,0.095695471170894,0.1796993001834836,0.1524856131837164,0.0020393975091435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
ceiling fan,6,0.0,0.0,0.0,0.0,0.0,0.0804594693316547,0.0,0.0,0.0,0.0,0.0198459219561212,0.0,0.0,0.0,0.3058155726817549,0.5938790360304691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
ceiling fan,7,0.6305544921489395,0.0,0.0,0.0,0.0,0.2072228657132105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1434898494557908,0.0,0.0,0.018732792682059,0.0,0.0,0.0,0.0,0.0,0,0
ceiling fan,8,0.0,0.0,0.00015371738561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108294135136697,0.0,0.0009223043136605,0.5043935051323913,0.0,0.0,0.0222420999848652,0.188367464490968,0.2730914951788351,0,0
ceiling fan,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046201091473153,0.2722610492293329,0.588114288585167,0.1350045530381848,0.0,0.0,0,0
misc,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
misc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325060193196746,0.1975163876698741,0.487944058976402,0.0820335340340493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
misc,3,0.0,0.0,0.1345417589765449,0.1777677932136384,0.1942389282820636,0.0,0.0,0.0,0.0,0.0,0.321790131443611,0.171661388084142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
misc,4,0.0,0.0,0.3737226702288244,0.1687935854010911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2568505774554958,0.1963195770492986,0.0,0.0,0.0,0.0,0.00431358986529,0.0,0,0
misc,5,0.0,0.2948604870701769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0837455411699853,0.0763510184713349,0.0,0.1292936253495124,0.2363619938890247,0.176668927593229,0.0027184064567365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
misc,6,0.0,0.0,0.0,0.0,0.0,0.0763259749768321,0.0,0.0,0.0,0.0,0.0239984481423401,0.0,0.0,0.0,0.2631641177649018,0.6365114591159259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
misc,7,0.5815159723710148,0.0,0.0,0.0,0.0,0.2002510229672196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1992128429178377,0.0,0.0,0.0190201617439277,0.0,0.0,0.0,0.0,0.0,0,0
misc,8,0.0,0.0,0.0004497304364033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112361251905894,0.0,0.0014246524005137,0.3736539407527643,0.0,0.0,0.0589683422904123,0.2551972491904271,0.2990699597388898,0,0
misc,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026832518708928,0.3165644153221154,0.4215815734424782,0.2591707593645135,0.0,0.0,0,0
pool heaters,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool heaters,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1305165183896253,0.2096982827894095,0.5711573427758053,0.0886278560451598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool heaters,3,0.0,0.0,0.1429917194314705,0.2307096551500966,0.158672664056292,0.0,0.0,0.0,0.0,0.0,0.2910977596082281,0.1765282017539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool heaters,4,0.0,0.0,0.2455854263477492,0.3556594539631857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706255761135027,0.1281295435755623,0.0,0.0,0.0,0.0,0.0,0.0,0,0
